concept	facet	property	facet_property	cluster_label
bathing water	appearance	green	appearance: green	49
stagnant water	physical appearance	greenish	physical appearance: greenish	49
bathing water	appearance	brown	appearance: brown	49
stagnant water	appearance	brownish	appearance: brownish	49
harmful plant	appearance	size	appearance: size	49
harmful plant	appearance	color	appearance: color	49
harmful plant	appearance	unusual shape	appearance: unusual shape	49
stagnant water	physical appearance	still	physical appearance: still	49
lynx	appearance	green eyes	appearance: green eyes	49
environmental law	instruments	judicial decisions	instruments: judicial decisions	50
polluter pays principle	application	judicial decisions	application: judicial decisions	50
polluter pays principle	application	court decisions	application: court decisions	50
polluter pays principle	application	liability for damages	application: liability for damages	51
polluter pays principle	application	liability	application: liability	51
polluter pays principle	implementation	liability for damages	implementation: liability for damages	51
polluter pays principle	principle in action	compensation for damages	principle in action: compensation for damages	51
polluter pays principle	responsibility	liability for damages	responsibility: liability for damages	51
biological standard	measurement	quality control	measurement: quality control	52
mechanical vibration	applications	quality control	applications: quality control	52
biological standard	used for	quality control	used for: quality control	52
biological standard	importance	quality control	importance: quality control	52
biological standard	application	quality control	application: quality control	52
water protection	goal	quality maintenance	goal: quality maintenance	52
biological standard	relevance	quality control	relevance: quality control	52
seismic monitoring	purpose	mining and oil exploration	purpose: mining and oil exploration	53
seismic monitoring	applications	mining and construction monitoring	applications: mining and construction monitoring	53
continental shelf	uses	oil and gas exploration	uses: oil and gas exploration	53
seismic monitoring	application	mining and oil exploration	application: mining and oil exploration	53
seismic monitoring	used for	oil and gas exploration	used for: oil and gas exploration	53
seismic monitoring	application	oil and gas exploration	application: oil and gas exploration	53
seismic monitoring	application	mineral exploration	application: mineral exploration	53
seismic monitoring	applications	oil and gas exploration	applications: oil and gas exploration	53
seismic monitoring	purpose	oil and gas exploration	purpose: oil and gas exploration	53
environmental monitoring	applications	climate change research	applications: climate change research	54
seismic monitoring	applications	geological research	applications: geological research	54
global warming	measures	climate modeling	measures: climate modeling	54
economic instrument for the environment	application	climate change	application: climate change	54
seismic monitoring	applications	scientific research	applications: scientific research	54
seismic monitoring	applications	climate research	applications: climate research	54
environmental monitoring	applications	climate change	applications: climate change	54
environmental monitoring	purposes	climate change research	purposes: climate change research	54
environmental monitoring	purposes	air pollution control	purposes: air pollution control	55
pollution control	technologies	air pollution control devices	technologies: air pollution control devices	55
environmental monitoring	applications	air pollution control	applications: air pollution control	55
anti-pollution device	application	indoor air quality	application: indoor air quality	55
waste incineration	pollution control	air pollution control	pollution control: air pollution control	55
economic instrument for the environment	application	air and water pollution	application: air and water pollution	55
waste incineration	equipment	air pollution control devices	equipment: air pollution control devices	55
economic instrument for the environment	application	air pollution	application: air pollution	55
environmental monitoring	applications	pollution control	applications: pollution control	55
economic instrument for the environment	fields of application	air and water pollution	fields of application: air and water pollution	55
mechanical vibration	applications	motor design	applications: motor design	56
mechanical vibration	applications	engineering design	applications: engineering design	56
mechanical vibration	used for	engineering design	used for: engineering design	56
mechanical vibration	applications	machine design	applications: machine design	56
mechanical vibration	applications	acoustic engineering	applications: acoustic engineering	56
mechanical vibration	applications	structural analysis	applications: structural analysis	56
coastal protection	technologies	engineering designs	technologies: engineering designs	56
seismic monitoring	applications	infrastructure design	applications: infrastructure design	56
area management	processes	design	processes: design	56
polluter pays principle	application	insurance	application: insurance	57
biological standard	application	clinical trials	application: clinical trials	57
environmental economics	applications	industry	applications: industry	57
renewable resources	applications	industry	applications: industry	57
biological standard	application	treatment	application: treatment	57
mechanical vibration	applications	acoustics	applications: acoustics	57
anti-pollution device	application	industrial	application: industrial	57
biological standard	application	diagnosis	application: diagnosis	57
waste incineration	applications	commercial	applications: commercial	57
biodegradability	applications	packaging	applications: packaging	57
waste incineration	applications	residential	applications: residential	57
biological standard	application	research	application: research	57
seismic monitoring	application	scientific research	application: scientific research	57
mechanical vibration	applications	music	applications: music	57
non-ionising radiation	applications	communication	applications: communication	57
biological standard	applications	diagnosis	applications: diagnosis	57
non-ionising radiation	applications	lighting	applications: lighting	57
non-ionising radiation	applications	cooking	applications: cooking	57
environmental monitoring	data usage	research	data usage: research	57
environmental monitoring	applications	regulation	applications: regulation	57
biological standard	applications	research	applications: research	57
environmental monitoring	applications	research	applications: research	57
