concept	facet	property	facet_property	cluster_label
dolphin	diet	octopus	diet: octopus	45
frigid zone	animals	penguins	animals: penguins	46
antarctic ocean	marine life	penguins	marine life: penguins	46
marine mammal	type	penguin	type: penguin	46
antarctica	unique features	penguins	unique features: penguins	46
antarctica	ecology	penguins	ecology: penguins	46
polar region	life	penguins	life: penguins	46
frigid zone	wildlife	penguins	wildlife: penguins	46
antarctica	wildlife	penguins	wildlife: penguins	46
polar region	wildlife	penguins	wildlife: penguins	46
dust	composition	powdery	composition: powdery	47
fight against insects	tools	powders	tools: powders	47
fight against insects	tool	powder	tool: powder	47
dust	appearance	powder	appearance: powder	47
dust	appearance	powdered	appearance: powdered	47
dust	appearance	fine powder	appearance: fine powder	47
dust	properties	powdery	properties: powdery	47
fire	appearance	yellow	appearance: yellow	48
fire	appearance	orange	appearance: orange	48
fire	color	red	color: red	48
fire	color	orange	color: orange	48
fire	color	yellow	color: yellow	48
used oil	color	yellow	color: yellow	48
quality of the environment	visual	ugly	visual: ugly	49
metal waste	appearance	dull	appearance: dull	49
noise	type	dull	type: dull	49
environmental liability	definition	responsibility for harm caused to environment	definition: responsibility for harm caused to environment	50
polluter pays principle	legal basis	environmental law	legal basis: environmental law	50
polluter pays principle	related concept	environmental law	related concept: environmental law	50
polluter pays principle	policy relevance	environmental law	policy relevance: environmental law	50
polluter pays principle	origin	environmental law	origin: environmental law	50
polluter pays principle	application	laws and regulations	application: laws and regulations	50
biological standard	scope	applying to all biological data	scope: applying to all biological data	50
polluter pays principle	applicability	in environmental law	applicability: in environmental law	50
polluter pays principle	application	environmental law	application: environmental law	50
protection of animal life	related concepts	animal rights	related concepts: animal rights	50
environmental law	types	water pollution law	types: water pollution law	50
anti-pollution device	usage	personal	usage: personal	51
decontamination	scope	personal items	scope: personal items	51
evaluation of resources	application	personal	application: personal	51
anti-pollution device	application	home	application: home	51
biological standard	purpose	quality control	purpose: quality control	52
biological standard	purpose	ensuring quality	purpose: ensuring quality	52
mechanical vibration	used in	quality control	used in: quality control	52
food contamination	regulation	quality control	regulation: quality control	52
mechanical vibration	applications	quality control	applications: quality control	52
biological standard	application	quality control	application: quality control	52
biological standard	importance	quality control	importance: quality control	52
environmental research	goals	informing policy decisions	goals: informing policy decisions	53
climate change	relevance	government policy	relevance: government policy	53
environmental monitoring	applications	policy-making	applications: policy-making	53
environmental research	involves	policy makers	involves: policy makers	53
polluter pays principle	application	policy	application: policy	53
environmental economics	applications	policy making	applications: policy making	53
environmental research	applications	policy-making	applications: policy-making	53
environmental statistics	application area	policy making	application area: policy making	53
environmental research	outputs	policy reports	outputs: policy reports	53
environmental research	application areas	policy development	application areas: policy development	53
environmental standard	category	policy	category: policy	53
environmental law	influencing factors	government policies	influencing factors: government policies	53
environmental indicator	purpose	making policy decisions	purpose: making policy decisions	53
environmental monitoring	applications	pollution control	applications: pollution control	54
water resources	management	pollution control	management: pollution control	54
natural resources	management	pollution control	management: pollution control	54
water pollution	remedies	pollution control measures	remedies: pollution control measures	54
degree of pollution	source of pollution	human	source of pollution: human	54
soil resources	functions	filtering pollutants	functions: filtering pollutants	54
polluter pays principle	origin	pollution control	origin: pollution control	54
prevention of pollution	methods	pollution control devices	methods: pollution control devices	54
pollution control	types	soil pollution control	types: soil pollution control	54
pollution control measures	type	water pollution control	type: water pollution control	54
pollution control	types	water pollution control	types: water pollution control	54
tradeable emission permit	purpose	controlling emissions	purpose: controlling emissions	54
emission trading	definition	system to control pollution	definition: system to control pollution	54
estuary	function	filtering pollutants	function: filtering pollutants	54
motor vehicle pollution	control measures	smog checks	control measures: smog checks	54
polluter pays principle	applicability	in pollution control	applicability: in pollution control	54
pollution control measures	type	air pollution control	type: air pollution control	54
anti-pollution device	function	removes pollutants	function: removes pollutants	54
anti-pollution device	functionality	removes pollutants	functionality: removes pollutants	54
pollution control	types	air pollution control	types: air pollution control	54
mechanical vibration	used in	music	used in: music	55
noise protection	fields of use	music industry	fields of use: music industry	55
noise protection	applications	music industry	applications: music industry	55
noise level	common sources	music	common sources: music	55
mechanical vibration	applications	music	applications: music	55
noise	source	music	source: music	55
noise level	source	music	source: music	55
noise protection	use	music performance	use: music performance	55
noise level	causes	music	causes: music	55
mechanical vibration	used in	music instrument	used in: music instrument	55
noise	cause	music	cause: music	55
noise protection	fields	music	fields: music	55
noise protection	industries	music	industries: music	55
noise pollution	source	music	source: music	55
mechanical vibration	used in	aerospace engineering	used in: aerospace engineering	56
mechanical vibration	used in	engineering	used in: engineering	56
mechanical vibration	applications	engineering design	applications: engineering design	56
