|concept|facet_property|cluster_label
886|deepwater port|vessel size: large|9
887|cable ship|design: specialized vessel|9
888|merchant marine|vessels: large|9
889|merchant marine|vessels: modern|9
890|cable ship|type: specialized vessel|9
891|offshore supply ship|type: specialized vessel|9
892|drilling ship|structure: large vessel|9
893|whaling ship|structure: large vessel|9
894|partial container ship|compared to: other types of ships|10
895|ship berthing|involved parties: ship|10
896|cable ship|structure: ship|10
897|crane ship|structure: ship|10
898|military watercraft|type: warship|10
899|military watercraft|type: amphibious assault ship|10
900|whaling ship|type: historic ship|10
901|commercial carrier|operating method: ship|10
902|river port|types of vessels: ships|10
903|cable ship|type: ship|10
904|cargo ship|type: ship|10
905|chemical tanker ship|type: ship|10
906|common carrier|type: ship|10
907|contract carrier|type: ship|10
908|crane ship|type: ship|10
909|crew list|type: ship|10
910|deck crane|type: ship|10
911|fish factory ship|type: ship|10
912|fishing boat|type: ship|10
913|fishing trawler|type: ship|10
914|fishing vessel|type: ship|10
915|freighter|type: ship|10
916|general cargo ship|type: ship|10
917|hopper dredger|type: ship|10
918|intermodal transportation|type: ship|10
919|military watercraft|type: ship|10
920|mode of transit|type: ship|10
921|ocean liner|type: ship|10
922|offshore supply ship|type: ship|10
923|offshore support ship|type: ship|10
924|ore carrier ship|type: ship|10
925|partial container ship|type: ship|10
926|petroleum tanker ship|type: ship|10
927|pusher tug|type: ship|10
928|railcar carrier ship|type: ship|10
929|transportation device|type: ship|10
930|transportation schedule|type: ship|10
931|tugboat|type: ship|10
932|vehicle carrier ship|type: ship|10
933|water transportation system|type: ship|10
934|watercraft|type: ship|10
935|whaling ship|type: ship|10
936|military watercraft|type: amphibious ship|10
937|drilling ship|type: drillship|10
938|ship register|contains information about: type of ship|10
939|mode of transit|examples: ship|10
940|offshore supply ship|type of ship: vessel|10
941|fire boat|type of vessel: ship|10
942|pusher tug|type of vessel: ship|10
943|tugboat|type of vessel: ship|10
944|freighter|type: large ship|10
945|ocean liner|type: large ship|10
946|vehicle carrier ship|type: large ship|10
947|ocean liner|history: historic vessels|10
948|crew list|related concepts: ship|10
949|offshore supply ship|categorization: ship|10
950|offshore support ship|categorization: ship|10
951|railcar carrier ship|type: ships|10
952|water transportation system|type: ships|10
953|ship deck|ship type: warship|10
954|liner service|vessel: large ship|10
955|vehicle carrier ship|type: lift-on/lift-off ship|10
956|maritime blockade|target: ship|10
957|port embargo|target: ship|10
958|freighter|type: ocean-going ship|10
959|general cargo ship|type: ocean-going ship|10
960|intermodal transportation|mode: ship|10
961|mode of transit|mode: ship|10
962|transportation device|mode: ship|10
963|transportation system|mode: ship|10
964|water transportation system|mode: ship|10
965|vehicle carrier ship|type: roll-on/roll-off ship|10
966|cable ship|type: naval vessel|10
967|hopper dredger|type: type of ship|10
968|liner service|type of vessel: large ship|10
969|ship register|types of ships: warships|10
970|ship register|categories: warships|10
971|merchant marine|definition: non-military ships|10
972|ship register|contains information about: ship type|10
973|fire boat|type of boat: ship|10
974|partial container ship|features: ship|10
975|fish factory ship|type: factory ship|10
976|whaling ship|type: factory ship|10
977|research ship|type: ice-strengthened ship|10
978|liner service|vessel type: ship|10
979|military watercraft|type: destroyer|10
980|cargo container|types: tanker|11
981|cargo ship|types: tanker|11
982|fire engine|types: tanker|11
983|merchant marine|types: tanker|11
984|petroleum tanker ship|types: tanker|11
985|ship hold|types: tanker|11
986|truck tractor|types: tanker|11
987|truck trailer|types: tanker|11
988|commercial shipping|vessel: tanker|11
989|liner service|vessel: tanker|11
990|chemical tanker ship|categorization: petroleum tanker|11
991|ship hold|ship type: tanker|11
992|merchant marine|types: tankers|11
993|tank car|types: chemical tanker|11
994|merchant marine|types of vessels: tanker|11
995|water transportation system|types of vessels: tanker|11
996|ship berth|used for: tanker|11
997|shipping lane|used for: oil tanker|11
998|freighter|features: tanker|11
999|ship register|categories: tankers|11
1000|chemical tanker ship|structure: tanker|11
1001|deepwater port|features: tankers|11
1002|shipping lane|usage: tankers|11
1003|water transportation system|vehicle: tanker|11
1004|intermodal transportation|containers: tankers|11
1005|ore carrier ship|design features: tanker-like design|11
1006|commercial shipping|vessel type: tanker|11
1007|liner service|vessel type: tanker|11
1008|ship berthing|vessel type: tanker|11
1009|chemical tanker ship|construction: tanker|11
1010|tank car|types: gas tanker|11
1011|liner service|type of vessel: tanker|11
1012|offshore supply ship|type of vessel: tanker|11
1013|ship berthing|type of vessel: tanker|11
1014|water transportation system|type of vessel: tanker|11
1015|commercial shipping|vessels: tanker|11
1016|offshore support ship|type of ship: tanker|11
1017|ship berthing|type of ship: tanker|11
1018|petroleum tanker ship|types: oil tanker|11
1019|tank car|types: oil tanker|11
1020|cargo ship|type: tanker|11
1021|chemical tanker ship|type: tanker|11
1022|fire engine|type: tanker|11
1023|freight car|type: tanker|11
1024|offshore supply ship|type: tanker|11
1025|offshore support ship|type: tanker|11
1026|petroleum tanker ship|type: tanker|11
1027|rolling stock|type: tanker|11
1028|ship hold|type: tanker|11
1029|tank car|type: tanker|11
1030|truck trailer|type: tanker|11
1031|petroleum tanker ship|construction: tanker hull|11
1032|ship hold|found in: tankers|11
1033|petroleum tanker ship|type: oil tanker|11
1034|tank car|used for: chemical transportation|12
1035|chemical tanker ship|function: transport chemicals|12
1036|chemical tanker ship|function: carry chemicals|12
1037|tank car|function: storing chemicals|12
1038|chemical tanker ship|purpose: transporting chemicals|12
1039|fish factory ship|equipment: curing tanks|12
1040|chemical tanker ship|function: transporting chemicals|12
1041|tank car|function: transporting chemicals|12
1042|tank car|transported materials: chemicals|12
1043|chemical tanker ship|used for: transporting chemicals|12
1044|tank car|used for: transporting chemicals|12
1045|chemical tanker ship|function: carrying chemicals|12
1046|tank car|function: carrying chemicals|12
1047|chemical tanker ship|purpose: carrying chemicals|12
1048|tank car|purpose: carrying chemicals|12
1049|tank car|storage: flammable liquids|12
1050|tank car|usage: transporting chemicals|12
1051|tank car|used for: moving chemicals|12
1052|tank car|functionality: carrying chemicals|12
1053|tank car|usage: chemical transportation|12
1054|tank car|carries: chemicals|12
1055|chemical tanker ship|design: specialized for chemical transport|12
1056|chemical tanker ship|categorization: hazardous materials carrier|13
1057|partial container ship|used for: emergency cargo|13
1058|chemical tanker ship|function: carry hazardous materials|13
1059|tank car|storage: hazardous materials|13
1060|flatcar|usage: carrying construction materials|13
1061|chemical tanker ship|purpose: carrying hazardous materials|13
1062|chemical tanker ship|function: transport hazardous materials|13
1063|chemical tanker ship|safety features: hazmat storage|13
1064|chemical tanker ship|safety features: hazardous material storage|13
1065|chemical tanker ship|function: carrying hazardous materials|13
1066|truck trailer|size: extra-long|14
1067|cab car|size: varies in length|14
1068|tank car|size: varies in length|14
1069|truck trailer|size: varies in length|14
1070|full size van|size: extended|14
1071|pier|size: extended|14
1072|canal|size: short|14
1073|land vehicle|size: short|14
1074|pier|size: short|14
1075|railway vehicle|size: short|14
1076|rolling stock|size: short|14
1077|water transportation system|size: short|14
1078|passenger railway car|size: typically long and narrow|14
1079|paved runway|size: lengthy|14
1080|full size van|size: extra long|14
1081|petroleum product pipeline|size: long length|14
1082|freight car|size: can be long and heavy|14
1083|canal system|size: longest|14
1084|full size van|size: longest|14
1085|cab car|size: long|14
1086|cable ship|size: long|14
1087|canal|size: long|14
1088|canal structure|size: long|14
1089|canal system|size: long|14
1090|cargo ship|size: long|14
1091|chemical tanker ship|size: long|14
1092|coach railcar|size: long|14
1093|container ship|size: long|14
1094|crane ship|size: long|14
1095|fire engine|size: long|14
1096|fish factory ship|size: long|14
1097|fishing trawler|size: long|14
1098|flatcar|size: long|14
1099|flight deck|size: long|14
1100|freight car|size: long|14
1101|freighter|size: long|14
1102|full size van|size: long|14
1103|gallery car|size: long|14
1104|head end car|size: long|14
1105|jet airplane|size: long|14
1106|land vehicle|size: long|14
1107|minivan|size: long|14
1108|ocean liner|size: long|14
1109|offshore supply ship|size: long|14
1110|offshore support ship|size: long|14
1111|passenger railway car|size: long|14
1112|paved runway|size: long|14
1113|petroleum product pipeline|size: long|14
1114|petroleum tanker ship|size: long|14
1115|pier|size: long|14
1116|pusher tug|size: long|14
1117|railcar carrier ship|size: long|14
1118|railroad bridge|size: long|14
1119|railroad track|size: long|14
1120|railway vehicle|size: long|14
1121|road vehicle|size: long|14
1122|rolling stock|size: long|14
1123|ship deck|size: long|14
1124|spine car|size: long|14
1125|sport utility vehicle|size: long|14
1126|tank car|size: long|14
1127|tractor trailer|size: long|14
1128|train assembly|size: long|14
1129|truck tractor|size: long|14
1130|truck trailer|size: long|14
1131|vehicle carrier ship|size: long|14
1132|water transportation system|size: long|14
1133|watercraft|size: long|14
1134|whaling ship|size: long|14
1135|ship hatch|functionality: stores equipment|15
1136|deck cargo|purpose: storing equipment|15
1137|fish factory ship|equipment: storage facilities|15
1138|offshore supply ship|equipment: storage facilities|15
1139|transportation company|equipment: storage facilities|15
1140|railway junction|uses: storing equipment|15
1141|parking garage|purpose: storing vehicles|15
1142|ship deck|function: housing equipment|15
1143|truck trailer|purpose: store equipment|15
1144|fishing vessel|function: storing equipment|15
1145|cargo container|used for: storing equipment|15
1146|freight car|used for: storing equipment|15
1147|ship hold|used for: storing equipment|15
1148|truck trailer|used for: storing equipment|15
1149|diesel fuel|storage: used in power plants|15
