facet_property	cluster_label
purpose: high-capacity	121
characteristics: large storage capacity	121
characteristics: greater capacity	121
characteristics: high-capacity	121
characteristics: high capacity	121
characteristics: higher capacity	121
advantages: high capacity	121
operational characteristics: high capacity	121
characteristic: high capacity	121
unit: millilitre	122
unit: milliliter	122
measurement unit: litre	122
unit: liters	122
unit: liter	122
unit: litre	122
related concepts: cubic inch	123
related units: cubic meter	123
unit of measurement: length cubed	123
related concepts: cubic yard	123
related units: cubic yard	123
related to: cubic meter	123
related concepts: cubic meter	123
related concepts: gallon	123
dimension: square meter	124
unit: square kilometer	124
unit: square meter	124
unit: cubic meter	124
unit: cubic centimeters	124
unit: cubic centimeter	124
measurement: cubic meters	124
unit: cubic foot	124
base unit: foot	124
unit: cubic inch	124
measurement unit: cubic meter	124
unit: cubic feet	124
unit: cubic meters	124
measured by: cubic meter	124
unit: metric	124
base unit: cubic	124
unit: ounce	125
unit: pound	125
unit: fluid ounces	125
unit: gallons	125
related units: gallon	125
unit: fluid ounce	125
unit: cups	125
unit: gallon	125
application: used in	126
application: used for	126
application: used to	126
components: control surfaces	127
design: ailerons	127
control: ailerons	127
control: wing shape	127
control: uses ailerons	127
features: ailerons	127
control: aerodynamics	127
control: aerodynamic lift	127
control system: ailerons	127
initiation: intentional	128
initiation: planned	128
initiation: willed	128
action: intentional	128
initiation: conscious	128
initiation: deliberate	128
purpose: deliberate	128
planned action: premeditated	128
type: deliberate	128
consciousness: deliberate	128
mental effort: deliberate	128
initiation: voluntary	128
evaluation: judged by outcome	129
evaluation: judged by effort	129
evaluation: judging outcome	129
evaluation: based on outcome	129
evaluation: efficiency	130
evaluation: fairness	130
evaluation: traffic volume	130
evaluation: checking results	130
evaluation: feedback	130
evaluation: accident statistics	130
evaluation: improve	130
evaluation: effectiveness	130
evaluation: formal	130
outcomes: effectiveness	130
purpose: testing speed	131
purpose: refloating	131
purpose: evaluating design	131
task: evaluating	131
purpose: predictive	131
purpose: assessing	131
purpose: referencing	131
purpose: evaluating	131
purpose: calibrating	131
purpose: settling	131
characteristics: evaluating	131
usage: evaluating suspension	131
purpose: advising	131
purpose: evaluation	131
function: assessing	132
evaluation: assessment	132
evaluation: measure	132
evaluation: assessing progress	132
evaluation: assess	132
evaluation: judged	132
evaluation: evaluated	132
evaluation: assessed	132
located at: home	133
positioned at: platform	133
located at: channel	133
located at: platform	133
located on: platform	133
located in: platform	133
located at: roadside	134
located at: route network	134
located at: junctions	134
placed at: road	134
located at: highways	134
located at: highway	134
located at: road network	134
located at: highway system	134
located in: highway	134
placement: at intersections	135
position: on highways	135
placement: on highways	135
placement: highways	135
location: over highways	135
placement: at a landmark	135
installed at: highways	135
placement: roundabouts	135
characteristics: widespread	136
features: highly specialized	136
characteristics: selective	136
characteristics: specialized equipment	136
size: specialized	136
characteristics: most modern	136
roles: specialized	136
structure: specialized	136
characteristics: targeted	136
characteristics: expertise	136
features: non-specialized	136
characteristics: specialized	136
characteristics: highly specialized	136
types: specialized	136
features: specialized	136
operation: specialized	136
purpose: maintain law and order	137
goal: maintain order	137
purpose: maintaining public order	137
purpose: maintaining order	137
function: maintaining law and order	137
purpose: maintain order	137
function: maintaining public order	137
purpose: to maintain order	137
purpose: maintaining law and order	137
purpose: to maintain public health	138
purpose: protecting public health	138
importance: maintaining food safety	138
purpose: maintaining national security	138
function: maintaining public safety	138
goals: ensuring public safety	138
purpose: maintaining public health	138
goal: ensure public safety	138
goal: maintaining public health	138
goals: ensure public safety	138
purpose: ensuring public safety	138
purpose: protecting public	138
purpose: maintaining public safety	138
purposes: public protection	138
security measures: police presence	139
security: secure facility	139
security: police presence	139
safety: police presence	139
visibility: clear view of airspace	140
visibility: visible from air	140
visibility: visible in daylight	140
visibility: visible from distance	140
visibility: high above ground	140
visibility: visible at night	140
visibility: visible in fog	140
visibility: visible from sea	140
visibility: visible during day	140
height: visible from distance	140
visibility: brightly lit	140
visibility: visible with binoculars	140
visibility: illuminated at night	140
visibility: visible from a distance	140
visibility: visible from far away	140
characteristics: visible in fog	141
characteristics: highly visible	141
functionality: visible from distance	141
characteristics: visible from distance	141
characteristics: visible from air	141
characteristics: visible from sea	141
physical structure: visible from distance	141
characteristics: visible at night	141
physical characteristics: visible from distance	141
physical structure: ladders	142
safety feature: ladders	142
features: laboratories	142
features: ladders	142
safety features: ladders	142
features: lakes	142
feature: ladders	142
features: ladder	142
features: rudders	142
features: lamps	142
placement: top	143
placement: bottom	143
position: at the start	143
placement: side	143
placement: table	143
located at: front	144
located at: middle	144
located at: bottom	144
located at: top	144
located at: mid	144
location: end	145
location: bottom	145
location: table	145
location: top	145
location: fore	145
location: leading	145
location: front	145
location: beginning	145
location: top level	145
location: mid	145
location: lower	145
location: middle	145
position: leading	145
location: draw	145
location: first	145
location: upper	145
purpose: vacation trip	146
destination: multiple continents	146
purpose: recreational trip	146
purpose: recreational travel	146
purpose: leisure travel	146
purpose: leisure trip	146
purpose: business trip	146
importance: recreation	147
uses: recreation	147
functions: accommodation	147
functions: recreation	147
function: recreation	147
functionality: recreation	147
function: for recreation	147
features: recreation	147
propulsion: ox	148
propulsion: anchor	148
restraints: anchors	148
propulsion: pull	148
propulsion: pedal	148
safety feature: anchor	148
propulsion: donkey	148
propulsion: anchors	148
