concept	facet	property
transportation company	revenue source	customs duties
transportation company	revenue source	insurance claims
transportation company	location	headquarters
transportation company	location	warehouses
transportation company	location	ports
offshore supply ship	function	providing supplies
offshore supply ship	function	transporting personnel
offshore supply ship	size	large
offshore supply ship	size	medium
offshore supply ship	location	offshore oil rigs
offshore supply ship	location	seas
offshore supply ship	location	oceans
offshore supply ship	type	tanker
offshore supply ship	type	cargo ship
offshore supply ship	type	service vessel
offshore supply ship	features	winches
offshore supply ship	features	cranes
offshore supply ship	features	lifeboats
offshore supply ship	operation	24/7
offshore supply ship	operation	seasonal
offshore supply ship	operation	weather dependent
offshore supply ship	crew	skilled
offshore supply ship	crew	experienced
offshore supply ship	crew	trained
passenger railway car	type	commuter
passenger railway car	type	high-speed
passenger railway car	type	tourist
passenger railway car	features	seats
passenger railway car	features	tables
passenger railway car	features	windows
passenger railway car	features	doors
passenger railway car	size	small
passenger railway car	size	medium
passenger railway car	size	large
passenger railway car	accommodation	first class
passenger railway car	accommodation	second class
passenger railway car	accommodation	third class
passenger railway car	luxury level	basic
passenger railway car	luxury level	mid-range
passenger railway car	luxury level	luxurious
passenger railway car	purpose	daily commute
passenger railway car	purpose	long-distance travel
passenger railway car	purpose	tourist excursion
passenger railway car	environment	indoor
passenger railway car	environment	outdoor
passenger railway car	environment	air-conditioned
passenger railway car	environment	non-air-conditioned
