	0	1
1152	types: domestic trade	2338
1153	regulations: governmental	2281
1154	regulations: laws	900
1155	examples: shipping	1995
1156	examples: ferry	2679
1157	examples: tourism	2385
1158	type: buoy	132
1159	type: beacon	2265
1160	type: lighthouse	133
1161	type: compass	2798
1162	purpose: helping navigation	1296
1163	purpose: preventing accidents	2747
1164	purpose: ensuring safety	134
1165	features: visible	474
1166	features: audible	475
1167	features: electronic	417
1168	location: water	2684
1169	used for: maritime navigation	135
1170	used for: aviation	1029
1171	example: lighthouse	133
1172	example: gps device	1374
1173	example: buoy	132
1174	purpose: connecting gaps	2790
1175	purpose: aiding crossing	869
1176	portability: lightweight	2827
1177	portability: easy to transport	136
1178	usage: construction	137
1179	usage: emergency	2413
1180	features: collapsible	3018
1181	features: foldable	1446
1182	features: elevated	2094
1183	function: water transportation	511
1184	function: irrigation	138
1185	function: recreational use	3062
1186	shape: long and narrow	1046
1187	construction material: concrete	139
1188	construction material: stone	870
1189	construction material: metal	8
1190	location: urban	2774
1191	location: rural	140
1192	location: coastal	112
1193	purpose: leisure	87
1194	features: locks	51
1195	features: bridges	49
1196	maintenance: regular cleaning	141
1197	maintenance: repairing	142
1198	function: laying underwater cables	2910
1199	function: repairing cables	143
1200	function: maintaining cables	1448
1201	construction: steel hull	2176
1202	construction: specialized equipment	675
1203	location: seas	206
1204	operator: telecommunications company	144
1205	operator: government agency	145
1206	characteristics: heavy anchor	597
1207	purpose: connecting continents	1289
1208	purpose: enabling global communication	2658
1209	purpose: provide protection from weather	2824
1210	purpose: provide seating	1930
1211	purpose: provide information	658
1212	location: bus stop	282
1213	design: enclosed structure	1076
1214	design: open platform	430
1215	design: canopy	375
1216	features: benches	146
1217	features: information boards	1235
1218	features: lighting	147
1219	materials: glass	2682
1220	maintenance: repair work	142
1221	maintenance: replacement of parts	142
1222	location: on a ship	148
1223	location: on an aircraft carrier	1804
1224	function: store and deploy aircraft	149
1225	function: protect aircraft from weather	1303
1226	used for: storing fighter jets	149
1227	used for: launching aircraft	479
1228	used for: repairing aircraft	801
1229	found in: navy	1027
1230	found in: air force	2484
1231	found in: spacecraft	1859
1232	category: public transportation	506
1233	purpose: transport people	504
1234	purpose: provide service	129
1235	features: has seats	454
1236	features: has doors	690
1237	features: has windows	690
1238	movement: runs on tracks	512
1239	movement: moves on rails	512
1240	connection: connected to train	1233
1241	connection: connected to station	1310
1242	type: passenger	544
1243	type: commuter	1474
1244	type: suburban	729
1245	type: vehicle	2505
1246	type: emergency vehicle	150
1247	type: firefighting equipment	1116
1248	purpose: fighting fires	92
1249	purpose: rescue	93
1250	purpose: emergency response	2312
1251	features: water tank	539
1252	features: hose	3144
1253	features: ladder	85
1254	features: siren	1530
1255	used for: firefighting	1116
1256	used for: emergency response	2312
1257	used for: rescue operations	151
1258	location: street	1231
1259	location: emergency scene	152
1260	type: trawler	2973
1261	function: catching fish	153
1262	function: transporting fish	926
1263	function: research	154
1264	materials: wood	37
1265	crew: many	155
1266	crew: few	155
1267	crew: single person	155
1268	equipment: nets	346
1269	equipment: lines	3144
1270	equipment: engines	1932
1271	equipment: sonar	1323
1272	design: traditional	551
1273	design: modern	156
1274	design: sustainable	1227
1275	function: propulsion	683
1276	function: launch	157
1277	function: space travel	1917
1278	type: chemical	3038
1279	type: electric	1061
1280	type: ion	275
1281	components: combustion chamber	698
1282	components: nozzle	158
1283	components: fuel pump	595
1284	components: ignition system	2444
1285	performance: high thrust	661
1286	performance: efficient	629
1287	performance: reliable	2923
1288	application: space exploration	159
1289	application: military	872
1290	application: satellite launch	2603
1291	design: complex	873
1292	design: highly specialized	2837
1293	design: customizable	103
1294	development: expensive	1649
1295	development: challenging	2985
1296	development: innovative	2985
1297	function: keeps food cool	2659
1298	function: preserves food	2190
1299	function: stores food	835
1300	location: in a refrigerator	1132
1301	location: in a car	1682
1302	location: in a house	2825
1303	temperature: cool	160
1304	temperature: cold	160
1305	temperature: frozen	160
1306	contents: food	2681
1307	contents: drinks	2412
1308	contents: medicine	761
1309	usage: storing perishable items	820
1310	usage: keeping food fresh	161
1311	usage: preserving medicine	3020
1312	meaning: joining	2987
1313	meaning: fastening	482
1314	meaning: connecting	481
1315	method: glue	667
1316	method: tape	1542
1317	method: screws	1543
1318	method: nails	162
1319	method: zipper	2605
1320	object: paper	483
1321	object: fabric	2160
1322	object: metal	8
1323	object: plastic	2156
1324	object: leather	1050
1325	purpose: repair	163
1326	purpose: assemble	2115
1327	purpose: hold together	2116
1328	purpose: join together	666
1329	result: stronger	164
1330	result: more durable	2900
1331	result: more functional	1376
1332	context: construction	1564
1333	context: crafting	837
1334	context: diy	1564
1335	context: industry	2913
1336	definition: railway with 1.435 meters track width	687
1337	history: developed in 19th century	165
1338	history: used worldwide	1819
1339	features: compatible with rolling stock from different countries	3026
1340	features: allows for international rail transport	1233
1341	advantages: increased connectivity	395
1342	advantages: economies of scale	323
1343	disadvantages: limited to specific track width	534
1344	disadvantages: may not be suitable for all terrain	2426
1345	type: petroleum-based	1156
1346	type: liquid	974
1347	usage: powering vehicles	838
1348	usage: electricity generation	737
1349	characteristics: high energy density	486
1350	characteristics: good lubricity	487
1351	production: refined from crude oil	1453
1352	production: distilled	1401
1353	environmental impact: contributes to air pollution	2202
1354	environmental impact: contributes to climate change	894
1355	storage: stored in tanks	2117
1356	storage: transported by truck	1664
1357	storage: burned in engines	3009
1358	type: scientific	1868
1359	type: oceanographic	2283
1360	type: exploratory	2870
1361	function: conducting experiments	2173
1362	function: studying marine life	2283
1363	function: collecting data	166
1364	equipment: laboratories	692
1365	equipment: submarine	1456
1366	use: studying climate change	3022
1367	use: exploring deep sea	1058
1368	use: supporting marine conservation	167
1369	crew: scientists	1840
1370	crew: researchers	1840
1371	crew: engineers	1840
1372	type: marine vessel	168
1373	type: dredging equipment	169
1374	function: removing sediment	170
1375	function: excavating waterways	2334
1376	function: maintaining navigation	1296
1377	design: large capacity hopper	841
1378	design: propulsion system	489
1379	design: suction pipe	399
1380	used for: waterway maintenance	171
1381	used for: port development	2786
1382	used for: reclamation	840
1383	operational environment: seawater	611
1384	operational environment: freshwater	2684
1385	operational environment: brackish water	1166
1386	components: hopper	2427
1387	components: pumps	172
1388	components: propellers	2608
1389	purpose: official document	173
1390	purpose: proof of ownership	2119
1391	required for: driving	376
1392	required for: insuring	1353
1393	required for: selling	1257
1394	process: online application	3111
1395	process: paper application	3111
1396	process: mailing	1995
1397	process: office visit	3039
1398	information required: vehicle details	2053
1399	information required: owner's details	2826
1400	information required: address	1512
1401	information required: contact number	2054
1402	duration: valid for a certain period	1999
1403	duration: needs renewal	314
1404	documents required: proof of identity	1793
1405	documents required: proof of address	1793
1406	documents required: proof of insurance	1353
1407	documents required: vehicle inspection report	2053
1408	function: provides buoyancy	2336
1409	function: protects cargo	415
1410	function: resists water	540
1411	shape: curved	174
1412	shape: angled	174
1413	shape: flat	1436
1414	design: monohull	2060
1415	design: catamaran	922
1416	design: triple-hulled	2176
1417	construction: welded	2120
1418	construction: riveted	2120
1419	construction: painted	2817
1420	maintenance: regularly inspected	175
1421	maintenance: repainted	2817
1422	maintenance: repaired	2938
1423	safety: buoyant	2600
1424	safety: sturdy	953
1425	safety: fire-resistant	1894
1426	type: horse-drawn	2543
1427	type: ox-drawn	1795
1428	type: donkey-drawn	1719
1429	purpose: transport	44
1430	purpose: agriculture	1586
1431	purpose: tourism	2385
1432	animal: horse	176
1433	animal: ox	1796
1434	animal: donkey	1719
1435	animal: mule	1719
1436	wheels: wooden	177
1437	wheels: metal	177
1438	historical period: ancient	472
1439	historical period: medieval	1547
1440	historical period: 19th century	237
1441	regions: asia	2696
1442	regions: europe	2696
1443	regions: africa	2696
1444	regions: north america	2696
1445	type: bacteria	1407
1446	type: virus	178
1447	type: fungus	1975
1448	type: parasite	178
1449	disease causing: infection	178
